;amount;3D_secured;day;current_paid_fee;current_number_of_try;has_predecessors;hour;minute;second;month_as_int;Is_Monday;Is_Tuesday;Is_Wednesday;Is_Thursday;Is_Friday;Is_Saturday;Is_Sunday;Is_Moneycard;Is_Goldcard;Is_UK_Card;Is_Simplecard;success_fee;fail_fee;Is_Visa;Is_Diners;Is_Master;Is_Germany;Is_Austria;Is_Switzerland
26;111;0;1;3.5;5;1;0;26;7;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
27;111;0;1;4.5;6;1;0;26;50;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
28;277;0;1;0.0;1;0;0;28;56;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;1;0;0;0;1
29;137;0;1;0.0;1;0;0;30;50;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
30;148;0;1;0.0;1;0;0;32;18;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;1;0;0;0;1
31;394;0;1;0.0;1;0;0;34;4;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
32;394;0;1;1.0;2;1;0;34;33;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
33;394;0;1;2.0;3;1;0;35;25;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
34;394;0;1;3.0;4;1;0;35;34;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
35;84;0;1;0.0;1;0;0;36;36;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
36;34;0;1;0.0;1;0;0;41;15;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;0;1;0
37;34;0;1;2.0;2;1;0;41;25;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;0;1;0
38;34;0;1;2.5;3;1;0;41;43;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;1;0;0;0;1;0
39;324;0;1;0.0;1;0;0;44;21;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
40;251;1;1;0.0;1;0;0;46;7;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
41;251;1;1;1.0;2;1;0;46;34;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
42;251;1;1;2.0;3;1;0;47;16;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
43;251;1;1;3.0;4;1;0;47;39;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
44;100;0;1;0.0;1;0;0;51;27;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
45;100;0;1;1.0;2;1;0;51;38;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
46;100;0;1;2.0;3;1;0;52;0;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
47;100;0;1;3.0;4;1;0;52;4;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
48;100;0;1;4.0;5;1;0;52;29;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
49;221;0;1;0.0;1;0;0;55;23;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;1;0;0
50;340;0;1;0.0;1;0;0;56;41;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
51;340;0;1;0.5;2;1;0;56;57;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
52;257;1;1;0.0;1;0;1;1;44;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
53;257;1;1;1.0;2;1;1;1;46;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
54;257;1;1;6.0;3;1;1;2;11;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
55;257;1;1;7.0;4;1;1;2;24;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
56;193;0;1;0.0;1;0;1;3;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;0;1
57;36;1;1;0.0;1;0;1;4;58;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
58;146;0;1;0.0;1;0;1;6;3;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
59;192;0;1;0.0;1;0;1;8;40;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
60;192;0;1;1.0;2;1;1;8;43;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
61;14;0;1;0.0;1;0;1;11;2;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
62;14;0;1;2.0;2;1;1;11;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
63;175;0;1;0.0;1;0;1;12;36;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;1;0;0
64;175;0;1;2.0;2;1;1;13;2;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
65;175;0;1;2.5;3;1;1;13;5;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
66;270;0;1;0.0;1;0;1;14;10;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
67;270;0;1;0.5;2;1;1;14;59;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
68;256;0;1;0.0;1;0;1;17;19;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
69;256;0;1;1.0;2;1;1;17;30;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
70;256;0;1;0.0;1;0;1;18;30;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
71;256;0;1;1.0;2;1;1;18;37;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
72;310;0;1;0.0;1;0;1;19;43;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;1;0;0;1;0;0
73;310;0;1;5.0;2;1;1;20;37;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
74;310;0;1;5.5;3;1;1;20;51;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
75;310;0;1;6.5;4;1;1;21;40;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
76;310;0;1;7.5;5;1;1;21;43;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
77;310;0;1;8.0;6;1;1;21;47;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
78;310;0;1;9.0;7;1;1;22;11;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
79;239;0;1;0.0;1;0;1;23;24;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
80;37;0;1;0.0;1;0;1;26;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
81;37;0;1;1.0;2;1;1;26;51;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
82;37;0;1;1.5;3;1;1;27;10;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
83;37;0;1;3.5;4;1;1;28;2;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
84;37;0;1;3.5;4;1;1;28;2;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
85;37;0;1;4.5;5;1;1;28;53;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
86;56;1;1;0.0;1;0;1;35;33;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
87;56;1;1;0.5;2;1;1;35;55;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
88;56;1;1;1.5;3;1;1;35;56;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;1;0;0
89;192;1;1;0.0;1;0;1;36;57;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;1;0;1;0;0
90;192;1;1;5.0;2;1;1;37;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
91;324;0;1;0.0;1;0;1;38;15;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
92;324;0;1;1.0;2;1;1;38;22;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
93;324;0;1;2.0;3;1;1;38;37;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
94;324;0;1;3.0;4;1;1;38;55;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
95;105;0;1;0.0;1;0;1;40;49;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
96;105;0;1;1.0;2;1;1;41;8;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
97;105;0;1;1.5;3;1;1;42;1;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
98;105;0;1;2.5;4;1;1;42;20;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
99;105;0;1;4.5;5;1;1;43;15;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
100;228;0;1;0.0;1;0;1;44;16;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
101;228;0;1;1.0;2;1;1;44;25;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
102;228;0;1;2.0;3;1;1;45;17;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
103;322;0;1;0.0;1;0;1;46;23;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
104;322;0;1;0.0;1;0;1;47;23;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
105;367;0;1;0.0;1;0;1;54;24;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;0;1;0
106;367;0;1;2.0;2;1;1;55;8;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
107;367;0;1;3.0;3;1;1;55;17;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
108;190;0;1;0.0;1;0;1;57;28;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
109;190;0;1;1.0;2;1;1;57;29;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
110;190;0;1;1.5;3;1;1;58;0;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
111;190;0;1;2.5;4;1;1;58;54;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
112;190;0;1;3.5;5;1;1;59;14;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
113;186;0;1;0.0;1;0;2;1;48;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
114;186;0;1;1.0;2;1;2;2;1;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
115;121;1;1;0.0;1;0;2;3;39;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
116;121;1;1;2.0;2;1;2;3;52;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
117;121;1;1;3.0;3;1;2;4;19;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
118;274;0;1;0.0;1;0;2;6;48;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
119;264;1;1;0.0;1;0;2;8;53;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
120;132;0;1;0.0;1;0;2;10;5;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
121;132;0;1;1.0;2;1;2;10;7;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
122;132;0;1;1.5;3;1;2;10;33;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
123;132;0;1;3.5;4;1;2;10;49;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
124;132;0;1;4.0;5;1;2;11;16;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
125;228;0;1;0.0;1;0;2;13;13;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
126;279;1;1;0.0;1;0;2;14;18;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
127;279;1;1;1.0;2;1;2;14;51;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
128;279;1;1;1.5;3;1;2;14;59;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
129;279;1;1;2.5;4;1;2;15;16;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
130;104;0;1;0.0;1;0;2;16;34;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
131;184;0;1;0.0;1;0;2;18;6;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
132;258;0;1;0.0;1;0;2;20;8;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
133;209;0;1;0.0;1;0;2;24;7;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
134;260;0;1;0.0;1;0;2;25;56;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
135;260;0;1;1.0;2;1;2;25;58;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
136;260;0;1;2.0;3;1;2;26;36;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
137;260;0;1;3.0;4;1;2;26;40;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
138;383;0;1;0.0;1;0;2;28;50;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
139;109;0;1;0.0;1;0;2;30;2;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
140;161;0;1;0.0;1;0;2;31;15;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
141;127;0;1;0.0;1;0;2;33;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
142;127;0;1;0.5;2;1;2;33;24;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
143;127;0;1;2.5;3;1;2;33;39;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
144;233;1;1;0.0;1;0;2;36;48;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
145;129;1;1;0.0;1;0;2;38;38;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
146;129;1;1;1.0;2;1;2;39;30;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
147;129;1;1;6.0;3;1;2;39;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
148;129;1;1;7.0;4;1;2;40;4;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
149;243;0;1;0.0;1;0;2;43;5;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
150;243;0;1;0.5;2;1;2;43;6;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
151;243;0;1;2.5;3;1;2;43;11;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
152;131;0;1;0.0;1;0;2;47;14;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
153;131;0;1;1.0;2;1;2;47;19;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
154;225;0;1;0.0;1;0;2;48;32;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
155;246;0;1;0.0;1;0;2;49;50;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
156;126;1;1;0.0;1;0;2;55;25;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
157;82;1;1;0.0;1;0;2;56;37;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
158;82;1;1;1.0;2;1;2;57;3;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
159;82;1;1;2.0;3;1;2;57;45;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
160;82;1;1;3.0;4;1;2;58;13;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
161;82;1;1;4.0;5;1;2;58;32;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
162;329;0;1;0.0;1;0;2;59;36;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
163;329;0;1;1.0;2;1;2;59;57;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
164;329;0;1;3.0;3;1;3;0;27;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
165;335;0;1;0.0;1;0;3;2;33;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
166;173;1;1;0.0;1;0;3;9;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
167;173;1;1;1.0;2;1;3;10;10;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
168;222;0;1;0.0;1;0;3;13;8;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
169;222;0;1;1.0;2;1;3;13;20;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
170;181;1;1;0.0;1;0;3;17;18;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
171;181;1;1;0.5;2;1;3;18;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
172;181;1;1;1.0;3;1;3;18;15;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
173;181;1;1;2.0;4;1;3;19;14;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
174;85;1;1;0.0;1;0;3;22;8;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;1;0;1;0;0
175;85;1;1;5.0;2;1;3;22;11;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
176;85;1;1;6.0;3;1;3;22;19;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
177;85;1;1;7.0;4;1;3;23;13;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
178;85;1;1;7.5;5;1;3;24;9;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
179;62;0;1;0.0;1;0;3;29;48;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
180;62;0;1;2.0;2;1;3;29;55;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
181;62;0;1;3.0;3;1;3;30;54;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
182;62;0;1;4.0;4;1;3;31;51;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
183;62;0;1;5.0;5;1;3;31;52;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
184;62;0;1;6.0;6;1;3;32;31;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
185;62;0;1;7.0;7;1;3;32;58;1;0;1;0;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
186;291;0;1;0.0;1;0;3;35;19;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
187;291;0;1;1.0;2;1;3;35;29;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
188;107;1;1;0.0;1;0;3;38;2;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
189;78;0;1;0.0;1;0;3;42;38;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;1;0;0;0;1
190;22;1;1;0.0;1;0;3;45;9;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
191;22;1;1;1.0;2;1;3;45;52;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
192;22;1;1;2.0;3;1;3;46;26;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
193;164;0;1;0.0;1;0;3;49;9;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;0;1
194;203;0;1;0.0;1;0;3;50;52;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
195;203;0;1;0.5;2;1;3;51;37;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
196;277;0;1;0.0;1;0;3;52;59;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
197;277;0;1;1.0;2;1;3;53;27;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
198;277;0;1;1.5;3;1;3;53;51;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
199;105;0;1;0.0;1;0;3;56;43;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
200;239;1;1;0.0;1;0;3;59;51;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
201;239;1;1;1.0;2;1;4;0;3;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
202;113;1;1;0.0;1;0;4;1;23;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;1;0;0;0;1;0
203;113;1;1;2.0;2;1;4;2;1;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
204;379;0;1;0.0;1;0;4;3;26;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
205;175;1;1;0.0;1;0;4;4;46;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
206;84;1;1;0.0;1;0;4;6;29;1;0;1;0;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;0;1
207;268;1;1;0.0;1;0;4;10;35;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
208;268;1;1;0.5;2;1;4;11;16;1;0;1;0;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
209;268;1;1;1.5;3;1;4;11;24;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
210;129;0;1;0.0;1;0;4;12;37;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
211;129;0;1;0.5;2;1;4;13;18;1;0;1;0;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
